time,open,high,low,close,volume
2023-12-31 16:00:00,42457.43,45876.1,40453.13,44048.31,43850.0575
2024-01-07 16:00:00,44048.31,48965.33,41425.0,42904.39,82960.5534
2024-01-14 16:00:00,42904.39,43570.6,40284.6,41656.2,54050.7771
2024-01-21 16:00:00,41656.2,42835.89,38558.58,42257.64,71185.5326
2024-01-28 16:00:00,42257.64,43863.85,41620.38,42940.45,50065.7291
2024-02-04 16:00:00,42940.45,48588.0,42227.49,48149.04,51852.7829
2024-02-11 16:00:00,48149.04,52812.62,47710.48,51776.48,57034.2326
2024-02-18 16:00:00,51776.48,52996.74,50533.16,51521.21,62820.51522
2024-02-25 16:00:00,51521.21,64045.64,50903.74,62168.27,140071.848018
2024-03-03 16:00:00,62168.27,69990.52,59130.0,69195.24,131298.211793
2024-03-10 16:00:00,69195.24,73775.9,64553.62,67966.94,113500.736339
2024-03-17 16:00:00,67966.94,68947.37,60781.7,65670.46,134060.581681
2024-03-24 16:00:00,65670.46,71758.4,64633.37,70382.55,80095.123424
2024-03-31 16:00:00,70382.55,71388.3,64500.9,69541.48,87577.288482
2024-04-07 16:00:00,69541.48,72788.2,60050.0,64188.88,104866.633283
2024-04-14 16:00:00,64188.88,66833.32,59605.0,65034.1,106805.196102
2024-04-21 16:00:00,65034.1,67229.9,62399.33,63542.91,60510.199804
2024-04-28 16:00:00,63542.91,64736.7,56571.0,64433.8,62026.429833
2024-05-05 16:00:00,64433.8,65500.0,60200.61,61410.16,35268.323931
2024-05-12 16:00:00,61410.16,67700.0,60766.66,66898.26,43250.077422
2024-05-19 16:00:00,66898.26,71963.0,65890.0,68845.99,60198.800041
2024-05-26 16:00:00,68845.99,70676.0,66669.0,68145.33,32923.878213
2024-06-02 16:00:00,68145.33,71990.0,67306.45,69508.67,43219.300552
2024-06-09 16:00:00,69508.67,70181.81,65080.0,66702.11,29541.774101
2024-06-16 16:00:00,66702.11,67288.89,63389.0,64098.48,25523.645592
2024-06-23 16:00:00,64098.48,64185.85,58484.81,61719.99,27803.146303
2024-06-30 16:00:00,61719.99,63858.97,53547.01,56831.62,31739.292663
