time,open,high,low,close,volume
2025-02-02 16:00:00,99351.33,99499.99,91279.0,98851.53,6351.849111
2025-02-03 16:00:00,98851.53,102431.99,97871.0,99373.68,2408.710697
2025-02-04 16:00:00,99373.68,100754.38,96117.88,98101.0,2092.934582
2025-02-05 16:00:00,98101.0,99099.67,96165.0,97329.12,1095.871047
2025-02-06 16:00:00,97329.12,100111.11,95711.0,98263.38,2347.05081
2025-02-07 16:00:00,98263.38,98546.74,95660.23,95846.58,992.727652
2025-02-08 16:00:00,95846.58,97325.16,95731.01,96505.85,534.306742
2025-02-09 16:00:00,96505.85,98333.33,94764.0,97253.04,1508.164535
2025-02-10 16:00:00,97253.04,98466.99,96625.0,97016.99,837.84212
2025-02-11 16:00:00,97016.99,97038.0,94066.66,95809.26,2316.267941
2025-02-12 16:00:00,95809.26,98189.2,95146.89,95989.99,1180.47013
2025-02-13 16:00:00,95989.99,97536.39,95232.83,96904.0,613.283808
2025-02-14 16:00:00,96904.0,98842.34,96500.0,97642.5,625.422691
2025-02-15 16:00:00,97642.5,97749.88,96669.0,96893.46,311.595614
2025-02-16 16:00:00,96893.46,97327.02,95605.27,95694.2,1750.90607
2025-02-17 16:00:00,95694.2,96733.08,95100.0,95557.0,4814.718182
2025-02-18 16:00:00,95557.0,96683.33,93400.0,95933.34,7769.155404
2025-02-19 16:00:00,95933.34,97992.03,95422.98,96896.66,7079.806015
2025-02-20 16:00:00,96896.66,99431.54,96889.0,98094.98,9744.876849
2025-02-21 16:00:00,98094.98,98714.35,94900.0,96624.01,6539.457992
2025-02-22 16:00:00,96624.01,96824.85,95425.0,95442.99,1714.044148
2025-02-23 16:00:00,95442.99,96497.23,93857.18,94338.4,4033.205915
2025-02-24 16:00:00,94338.4,95198.58,86068.0,87226.7,19374.994791
2025-02-25 16:00:00,87226.7,89489.1,85431.48,87561.21,10628.18982
2025-02-26 16:00:00,87561.21,87790.66,82275.37,85510.01,14263.797393
2025-02-27 16:00:00,85510.01,85690.99,78291.78,84009.29,19205.105169
2025-02-28 16:00:00,84009.29,86556.88,83181.0,84800.0,6490.446094
2025-03-01 16:00:00,84800.0,88675.0,84702.0,87420.09,5502.016749
2025-03-02 16:00:00,87420.09,95000.0,87335.05,90038.0,16139.017879
2025-03-03 16:00:00,90038.0,90986.32,81520.9,82999.99,16221.411529
2025-03-04 16:00:00,82999.99,90904.26,82022.41,88335.43,13943.326473
2025-03-05 16:00:00,88335.43,92794.11,87594.97,90828.15,9111.184226
2025-03-06 16:00:00,90828.15,91259.83,84705.0,88440.93,14764.626352
2025-03-07 16:00:00,88440.93,89028.5,85252.59,86401.0,9124.7232
2025-03-08 16:00:00,86401.0,86493.81,82794.7,83069.14,3946.046062
2025-03-09 16:00:00,83069.14,84062.5,79200.0,80064.0,13116.047218
2025-03-10 16:00:00,80064.0,82179.49,76651.0,81209.58,15456.810693
2025-03-11 16:00:00,81209.58,84471.01,80616.01,81735.01,11316.348467
2025-03-12 16:00:00,81735.01,84300.0,80989.01,81058.55,6882.051703
2025-03-13 16:00:00,81058.55,85280.0,79980.03,84704.41,7721.373822
2025-03-14 16:00:00,84704.41,84916.19,83614.0,84326.73,3837.876858
2025-03-15 16:00:00,84326.73,84460.0,82409.64,83310.01,3044.822867
2025-03-16 16:00:00,83310.01,85100.0,82000.0,83510.26,7202.291544
2025-03-17 16:00:00,83510.26,84732.31,81180.0,81630.02,5871.449351
2025-03-18 16:00:00,81630.02,84863.87,81273.63,84710.0,5351.979323
2025-03-19 16:00:00,84710.0,87407.31,83564.45,84692.74,9537.814832
2025-03-20 16:00:00,84692.74,84895.09,83166.67,83547.01,5358.281577
2025-03-21 16:00:00,83547.01,84540.54,83379.07,84085.02,2035.058658
2025-03-22 16:00:00,84085.02,85239.0,83654.23,85184.66,1880.543324
2025-03-23 16:00:00,85184.66,88748.95,84798.0,88337.65,5974.786445
2025-03-24 16:00:00,88337.65,88520.01,86306.69,87759.62,6869.487555
2025-03-25 16:00:00,87759.62,88520.0,86452.84,86742.18,5763.458081
2025-03-26 16:00:00,86742.18,87738.45,85800.01,86970.85,5601.646022
2025-03-27 16:00:00,86970.85,87700.0,83973.89,84063.5,6988.290444
2025-03-28 16:00:00,84063.5,84619.93,82010.0,82406.84,4655.983259
2025-03-29 16:00:00,82406.84,83542.86,81650.2,82726.07,3635.96893
