time_ms,time_iso,open,high,low,close,volume_base,volume_quote
1772195400000,2026-02-27T12:30:00.000Z,65886.6,66019,65831.6,65871.6,550.4753,36280018.2883
1772196300000,2026-02-27T12:45:00.000Z,65871.6,65914.1,65714,65904.6,986.1492,64869947.94047
1772197200000,2026-02-27T13:00:00.000Z,65904.6,66140.8,65880.3,66019.5,781.9423,51622769.16635
1772198100000,2026-02-27T13:15:00.000Z,66019.5,66133.4,65894.7,65993.7,462.1489,30516105.53822
1772199000000,2026-02-27T13:30:00.000Z,65993.7,66042.5,65625.3,66007.3,1632.597,107453173.01111
1772199900000,2026-02-27T13:45:00.000Z,66007.3,66326.4,66000.8,66246,1108.2155,73345301.72861
1772200800000,2026-02-27T14:00:00.000Z,66246,66297.1,66111.3,66293.8,422.4257,27966759.49453
1772201700000,2026-02-27T14:15:00.000Z,66293.8,66293.9,65967,66092.7,936.673,61878806.25991
1772202600000,2026-02-27T14:30:00.000Z,66092.7,66292,65762,65849.4,1313.9368,86744854.8131
1772203500000,2026-02-27T14:45:00.000Z,65849.4,65966,65653.5,65857.9,849.9919,55929054.95206
1772204400000,2026-02-27T15:00:00.000Z,65857.9,66216.1,65810.8,66004.1,939.0171,62015724.87705
1772205300000,2026-02-27T15:15:00.000Z,66004.1,66196.6,65864.7,66085.9,448.4298,29607494.69791
1772206200000,2026-02-27T15:30:00.000Z,66085.9,66099.9,65833.3,66045.3,329.0619,21702719.38786
1772207100000,2026-02-27T15:45:00.000Z,66045.3,66289.1,66027.7,66070,441.9436,29234558.22109
1772208000000,2026-02-27T16:00:00.000Z,66070,66097.2,65725.8,65870.5,754.5041,49696323.89629
1772208900000,2026-02-27T16:15:00.000Z,65870.5,66038,65818.7,65967,370.8351,24448497.80743
1772209800000,2026-02-27T16:30:00.000Z,65967,66026,65663.7,65699,577.6758,38018259.23114
1772210700000,2026-02-27T16:45:00.000Z,65699,65779.6,65428.5,65446.9,2031.3325,133097587.86814
1772211600000,2026-02-27T17:00:00.000Z,65446.9,65635,65367,65431.6,1193.8085,78216011.25159
1772212500000,2026-02-27T17:15:00.000Z,65431.6,65519.3,65160,65175.7,1689.2646,110361944.72623
1772213400000,2026-02-27T17:30:00.000Z,65175.7,65500,65050.7,65380.9,1529.6883,99845098.6858
1772214300000,2026-02-27T17:45:00.000Z,65380.9,65726.3,65350,65671,642.5097,42117816.40615
1772215200000,2026-02-27T18:00:00.000Z,65671,65758.5,65477.5,65505.6,610.1133,40032972.50889
1772216100000,2026-02-27T18:15:00.000Z,65505.6,65581.7,65351.2,65546.8,434.5165,28433870.58108
1772217000000,2026-02-27T18:30:00.000Z,65546.8,65647.5,65481.7,65540.9,359.6111,23579929.12822
1772217900000,2026-02-27T18:45:00.000Z,65540.9,65549.8,65193.1,65279.9,541.9776,35392781.74433
1772218800000,2026-02-27T19:00:00.000Z,65279.9,65400.7,65132.1,65255,494.328,32267327.13433
1772219700000,2026-02-27T19:15:00.000Z,65255,65386,65175,65304.9,260.8486,17025048.55229
1772220600000,2026-02-27T19:30:00.000Z,65304.9,65385.9,65209,65260.5,198.6157,12973673.93279
1772221500000,2026-02-27T19:45:00.000Z,65260.5,65430.7,65221.5,65360.2,300.8163,19658985.05961
1772222400000,2026-02-27T20:00:00.000Z,65360.2,65568.6,65357.6,65538.2,305.0741,19979606.24915
1772223300000,2026-02-27T20:15:00.000Z,65538.2,65624.5,65513.8,65545.9,202.7851,13295770.8461
1772224200000,2026-02-27T20:30:00.000Z,65545.9,65629.8,65431.3,65600,192.7113,12629713.95823
1772225100000,2026-02-27T20:45:00.000Z,65600,65639.6,65523.9,65565.4,200.4209,13142124.79974
1772226000000,2026-02-27T21:00:00.000Z,65565.4,65688.5,65462.3,65546.2,255.6134,16765693.872
1772226900000,2026-02-27T21:15:00.000Z,65546.2,65713.4,65546.2,65671.5,135.7887,8916785.57176
1772227800000,2026-02-27T21:30:00.000Z,65671.5,65686.4,65543,65595,96.7624,6346375.66057
1772228700000,2026-02-27T21:45:00.000Z,65595,65595.1,65354.2,65498.4,277.8552,18186080.64046
1772229600000,2026-02-27T22:00:00.000Z,65498.4,65552.3,65412,65511.9,155.6649,10191233.81574
1772230500000,2026-02-27T22:15:00.000Z,65511.9,65586.7,65409.8,65437.3,171.059,11202712.86459
1772231400000,2026-02-27T22:30:00.000Z,65437.3,65564.2,64875.5,65559.2,1686.8936,109873933.36897
1772232300000,2026-02-27T22:45:00.000Z,65559.2,65643.6,65475.6,65605.1,276.7543,18146145.84223
1772233200000,2026-02-27T23:00:00.000Z,65605.1,65844.9,65514.6,65698.3,440.2875,28932586.84818
1772234100000,2026-02-27T23:15:00.000Z,65698.3,65873.3,65693.7,65854.8,299.636,19720392.3543
1772235000000,2026-02-27T23:30:00.000Z,65854.8,65920,65791.2,65796.6,236.9707,15609150.66128
1772235900000,2026-02-27T23:45:00.000Z,65796.6,65889.1,65796.6,65831.3,312.6779,20589220.62498
1772236800000,2026-02-28T00:00:00.000Z,65831.3,65987.1,65800,65967.7,290.44,19137393.54609
1772237700000,2026-02-28T00:15:00.000Z,65967.7,65987.4,65675,65741,394.7702,25977605.14894
1772238600000,2026-02-28T00:30:00.000Z,65741,65936,65710,65923,158.3279,10420435.67871
1772239500000,2026-02-28T00:45:00.000Z,65923,65959.7,65869.6,65910.6,166.0635,10946058.76209
1772240400000,2026-02-28T01:00:00.000Z,65910.6,65946.4,65792,65832.9,111.3092,7331683.35547
1772241300000,2026-02-28T01:15:00.000Z,65832.9,65938,65790,65806.4,164.0699,10808629.73738
1772242200000,2026-02-28T01:30:00.000Z,65806.4,65826.3,65711.7,65761.7,170.3241,11200527.7207
1772243100000,2026-02-28T01:45:00.000Z,65761.7,65820.9,65717.2,65747.4,71.1724,4680924.01622
1772244000000,2026-02-28T02:00:00.000Z,65747.4,65901.9,65725,65840.7,110.3675,7265165.67981
1772244900000,2026-02-28T02:15:00.000Z,65840.7,65937.7,65840.7,65884.1,101.6203,6696153.46653
1772245800000,2026-02-28T02:30:00.000Z,65884.1,65956,65881.2,65930,109.4622,7215928.38731
1772246700000,2026-02-28T02:45:00.000Z,65930,65987.7,65925,65925,139.2852,9185868.9051
1772247600000,2026-02-28T03:00:00.000Z,65925,65933.3,65818.5,65830.9,184.2544,12134734.6774
1772248500000,2026-02-28T03:15:00.000Z,65830.9,65951.1,65830,65857.9,173.5223,11434112.4858
1772249400000,2026-02-28T03:30:00.000Z,65857.9,65885.8,65714.7,65729.2,307.5499,20231710.98311
1772250300000,2026-02-28T03:45:00.000Z,65729.2,65819.9,65729.2,65762,97.8665,6437349.12227
1772251200000,2026-02-28T04:00:00.000Z,65762,65791.5,65678,65716,151.0137,9924746.72918
1772252100000,2026-02-28T04:15:00.000Z,65716,65780,65596.5,65636.6,361.8212,23764833.41758
1772253000000,2026-02-28T04:30:00.000Z,65636.6,65647.4,65452.5,65616.9,696.1768,45630789.82195
1772253900000,2026-02-28T04:45:00.000Z,65616.9,65673,65573.5,65633.6,118.5921,7784149.08682
1772254800000,2026-02-28T05:00:00.000Z,65633.6,65696.4,65590.6,65693.1,144.8026,9506555.63453
